index:ID,effect,:LABEL
GX_989,活血化瘀,effect
GX_990,阑尾炎,effect
GX_991,强心益气,effect
GX_992,散风固表,effect
GX_993,润燥滑肠,effect
GX_994,利窍,effect
GX_995,祛湿止带,effect
GX_996,祛风痰,effect
GX_997,温肾健髓,effect
GX_998,水肿,effect
GX_999,头风,effect
GX_1000,益智,effect
GX_1001,散风清热,effect
GX_1002,滋阴,effect
GX_1003,涤痰祛瘀,effect
GX_1004,消积化癥,effect
GX_1005,发表透疹,effect
GX_1006,水臌,effect
GX_1007,化瘀利尿,effect
GX_1008,败毒,effect
GX_1009,清肝利肺,effect
GX_1010,解毒利咽,effect
GX_1011,杀菌,effect
GX_1012,荨麻疹,effect
GX_1013,鼻渊,effect
GX_1014,胎漏,effect
GX_1015,上呼吸道感染,effect
GX_1016,驱蛔,effect
GX_1017,解郁,effect
GX_1018,补肾益精,effect
GX_1019,腰膝疼痛,effect
GX_1020,耳鸣,effect
GX_1021,绦虫,effect
GX_1022,祛瘀消肿,effect
GX_1023,疮痈疖肿,effect
GX_1024,理跌打,effect
GX_1025,痈肿疮疖,effect
GX_1026,痔血,effect
GX_1027,脘胀痛,effect
GX_1028,发汗解肌,effect
GX_1029,惊风抽搐,effect
GX_1030,消积导滞,effect
GX_1031,解毒透疹,effect
GX_1032,强筋骨,effect
GX_1033,急性阑尾炎,effect
GX_1034,肺结核咳嗽,effect
GX_1035,视物昏花,effect
GX_1036,降火利咽,effect
GX_1037,有经不调,effect
GX_1038,生血,effect
GX_1039,温经止血,effect
GX_1040,清热散风,effect
GX_1041,理气解郁,effect
GX_1042,风疹瘙痒,effect
GX_1043,调经安胎,effect
GX_1044,产后血瘀,effect
GX_1045,虚热,effect
GX_1046,定惊,effect
GX_1047,心胃气痛,effect
GX_1048,主肺热,effect
GX_1049,内热消渴,effect
GX_1050,祛风止痛,effect
GX_1051,解蛇毒,effect
GX_1052,滋补肝、肾,effect
GX_1053,养心,effect
GX_1054,气逆,effect
GX_1055,肺热咳嗽,effect
GX_1056,便血,effect
GX_1057,病后虚弱,effect
GX_1058,痛经,effect
GX_1059,不眠,effect
GX_1060,杀蛔虫,effect
GX_1061,滋阴清肺,effect
GX_1062,滋养心阴,effect
GX_1063,关节肿痛,effect
GX_1064,辟秽,effect
GX_1065,利湿行水,effect
GX_1066,阴疽,effect
GX_1067,拔脓,effect
GX_1068,滋补,effect
GX_1069,利水道,effect
GX_1070,滋阴潜阳,effect
GX_1071,忧郁失眠,effect
GX_1072,清热利尿,effect
GX_1073,清热平肝,effect
GX_1074,解热利尿,effect
GX_1075,麻疹不透,effect
GX_1076,燥湿清热,effect
GX_1077,喘息,effect
GX_1078,通关节,effect
GX_1079,清热养肝,effect
GX_1080,熄风通络,effect
GX_1081,发汗解表,effect
GX_1082,温中补虚,effect
GX_1083,泻肺除壅,effect
GX_1084,关节痹痛,effect
GX_1085,消积化滞,effect
GX_1086,外用治疮疖,effect
GX_1087,杀虫止痛,effect
GX_1088,痰厥,effect
GX_1089,补血养阴,effect
GX_1090,癌症,effect
GX_1091,敛肺,effect
GX_1092,排脓祛瘀,effect
GX_1093,喉炎,effect
GX_1094,开胃止痛,effect
GX_1095,疏肝和胃,effect
GX_1096,治跌打,effect
GX_1097,肾虚,effect
GX_1098,舒筋通络,effect
GX_1099,小肠疝气,effect
GX_1100,蜈蚣咬伤,effect
GX_1101,温中下气,effect
GX_1102,明目,effect
GX_1103,热病,effect
GX_1104,潜阳补阴,effect
GX_1105,攻毒蚀疮,effect
GX_1106,利尿,effect
GX_1107,除风热,effect
GX_1108,抑制腺体分泌,effect
GX_1109,醒脑安神,effect
GX_1110,降逆下气,effect
GX_1111,祛暑解表,effect
GX_1112,外感发热,effect
GX_1113,咳嗽吐血,effect
GX_1114,消热,effect
GX_1115,白癜风,effect
GX_1116,清热润肺,effect
GX_1117,追风散寒,effect
GX_1118,通利关节,effect
GX_1119,止带,effect
GX_1120,干姜温中散寒,effect
GX_1121,泻肺,effect
GX_1122,肝硬化,effect
GX_1123,防疫,effect
GX_1124,行气止痛,effect
GX_1125,调经,effect
GX_1126,清肺止咳,effect
GX_1127,劳伤腰痛,effect
GX_1128,肺痿,effect
GX_1129,养肝明目,effect
GX_1130,止痢,effect
GX_1131,通淋排石,effect
GX_1132,开郁,effect
GX_1133,痰喘,effect
GX_1134,利肠胃,effect
GX_1135,壮肾阳,effect
GX_1136,止痒,effect
GX_1137,止呃,effect
GX_1138,治产后,effect
GX_1139,舒肝,effect
GX_1140,风湿,effect
GX_1141,治湿热,effect
GX_1142,遗尿,effect
GX_1143,散结通络止痛,effect
GX_1144,牙周炎,effect
GX_1145,目赤翳障,effect
GX_1146,生肌敛疮。用于跌打损伤,effect
GX_1147,涩精,effect
GX_1148,疮毒,effect
GX_1149,补肝益肾,effect
GX_1150,生肌止血,effect
GX_1151,小便赤涩,effect
GX_1152,养血,effect
GX_1153,祛风湿,effect
GX_1154,疏肝,effect
GX_1155,痒疹,effect
GX_1156,热毒痈肿,effect
GX_1157,失眠多梦,effect
GX_1158,跌打劳伤,effect
GX_1159,急性肝炎,effect
GX_1160,多痰,effect
GX_1161,退翳明目,effect
GX_1162,疼痛,effect
GX_1163,法风湿,effect
GX_1164,虚喘,effect
GX_1165,筋骨酸痛,effect
GX_1166,驱蛔虫,effect
GX_1167,厚肠胃,effect
GX_1168,尿路结石,effect
GX_1169,滋补强身,effect
GX_1170,肋腺炎,effect
GX_1171,祛风寒,effect
GX_1172,消肿托毒,effect
GX_1173,行水消肿,effect
GX_1174,治痈疽,effect
GX_1175,养胃,effect
GX_1176,劳热,effect
GX_1177,壮阳固精,effect
GX_1178,肿胀,effect
GX_1179,润燥滑肠。用于肺热晐嗽,effect
GX_1180,外用解毒杀虫,effect
GX_1181,消积通便,effect
GX_1182,行气化瘀,effect
GX_1183,外用治乳腺炎,effect
GX_1184,治毒,effect
GX_1185,敛汗止血,effect
GX_1186,降火,effect
GX_1187,胎动不安,effect
GX_1188,口腔溃疡,effect
GX_1189,头目眩晕,effect
GX_1190,肾炎,effect
GX_1191,交通心肾,effect
GX_1192,升发,effect
GX_1193,痈疡,effect
GX_1194,妇人,effect
GX_1195,祛风燥湿,effect
GX_1196,除痰,effect
GX_1197,镇惊熄风,effect
GX_1198,泻火除烦,effect
GX_1199,祛风,effect
GX_1200,强志,effect
GX_1201,破伤风,effect
GX_1202,传染性肝炎,effect
GX_1203,音哑,effect
GX_1204,肚痛,effect
GX_1205,膀胱结石,effect
GX_1206,清热燥湿、解毒消肿,effect
GX_1207,生肌止痛,effect
GX_1208,小便不禁,effect
GX_1209,消肿拔毒,effect
GX_1210,复脉固脱,effect
GX_1211,咳逆上气,effect
GX_1212,润肺下气,effect
GX_1213,益精,effect
GX_1214,风寒湿痹,effect
GX_1215,脘腹痛,effect
GX_1216,大便燥结,effect
GX_1217,调和诸药,effect
GX_1218,润燥通便,effect
GX_1219,化痰利咽,effect
GX_1220,骨折筋伤,effect
GX_1221,破气消积,effect
GX_1222,风湿腰腿痛,effect
GX_1223,不下食,effect
GX_1224,化瘀行血,effect
GX_1225,小儿惊风,effect
GX_1226,利大小便,effect
GX_1227,心肾,effect
GX_1228,乳糜尿,effect
GX_1229,调气解郁,effect
GX_1230,补气,effect
GX_1231,养阴和胃,effect
GX_1232,除风湿,effect
GX_1233,湿热泄泻,effect
GX_1234,泌尿系感染,effect
GX_1235,温中和胃,effect
GX_1236,红崩白带,effect
GX_1237,虚弱,effect
GX_1238,解毒化腐生肌,effect
GX_1239,活血散瘀,effect
GX_1240,阴痿,effect
GX_1241,清化热痰,effect
GX_1242,镇静安神,effect
GX_1243,胸痹心痛,effect
GX_1244,止泄痢,effect
GX_1245,漆疮,effect
GX_1246,温补肾阳,effect
GX_1247,泻热,effect
GX_1248,暖腰膝,effect
GX_1249,利咽喉,effect
GX_1250,利九窍,effect
GX_1251,救逆,effect
GX_1252,解毒利湿,effect
GX_1253,止带沙,effect
GX_1254,疥癣,effect
GX_1255,冻疮,effect
GX_1256,解毒消肿,effect
GX_1257,补气血,effect
GX_1258,通络止痛冲,effect
GX_1259,引血下行,effect
GX_1260,血热,effect
GX_1261,降气平喘,effect
GX_1262,自汗盗汗,effect
GX_1263,血虚萎黄,effect
GX_1264,疮疡溃烂,effect
GX_1265,心烦,effect
GX_1266,峻下积滞,effect
GX_1267,清热祛痰,effect
GX_1268,消化道出血,effect
GX_1269,痃癖,effect
GX_1270,洗痔疮,effect
GX_1271,镇惊开窍,effect
GX_1272,祛痰,effect
GX_1273,开窍镇惊,effect
GX_1274,急性乳腺炎,effect
GX_1275,去腐生肌,effect
GX_1276,补中益气,effect
GX_1277,清肺降火,effect
GX_1278,祛风活络,effect
GX_1279,癣疾,effect
GX_1280,补心安神,effect
GX_1281,通经络,effect
GX_1282,食积腹痛,effect
GX_1283,宣肺解表,effect
GX_1284,鼻窦炎,effect
GX_1285,风热头痛,effect
GX_1286,风湿筋骨疼痛,effect
GX_1287,镇咳祛痰,effect
GX_1288,止汗,effect
GX_1289,清肺平喘,effect
GX_1290,散寒止痛,effect
GX_1291,宣肺化痰,effect
GX_1292,温中助阳,effect
GX_1293,健胃驱风药,effect
GX_1294,泻下通滞,effect
GX_1295,走马牙疳,effect
GX_1296,痈疮疖肿,effect
GX_1297,感冒发烧,effect
GX_1298,和中消暑,effect
GX_1299,痢疾,effect
GX_1300,温肺,effect
GX_1301,凉血活血,effect
GX_1302,通阳散结,effect
GX_1303,透疹,effect
GX_1304,祛风利湿,effect
GX_1305,癫狂,effect
GX_1306,舒肝健脾,effect
GX_1307,脾胃虚弱,effect
GX_1308,疏民解表,effect
GX_1309,舒筋通脉,effect
GX_1310,祛凤,effect
GX_1311,痈肿恶疮,effect
GX_1312,化湿开胃,effect
GX_1313,疗伤,effect
GX_1314,经闭,effect
GX_1315,柔肝和胃,effect
GX_1316,泻痢腹痛,effect
GX_1317,肝热,effect
GX_1318,劳伤,effect
GX_1319,平肝舒筋,effect
GX_1320,去浊,effect
GX_1321,宣肺止咳,effect
GX_1322,下气止痛,effect
GX_1323,感冒风寒,effect
GX_1324,行血消肿,effect
GX_1325,理气宽中,effect
GX_1326,消炎利尿,effect
GX_1327,补心,effect
GX_1328,疮疖,effect
GX_1329,泄痢,effect
GX_1330,宣肺祛痰,effect
GX_1331,口干,effect
GX_1332,敷疮,effect
GX_1333,收湿止痒敛疮,effect
GX_1334,消痰,effect
GX_1335,滋养肝肾,effect
GX_1336,早泄,effect
GX_1337,散血消癥,effect
GX_1338,发表解暑,effect
GX_1339,神经性皮炎,effect
GX_1340,通经催产,effect
GX_1341,破血行气,effect
GX_1342,筋脉拘挛,effect
GX_1343,肿痛,effect
GX_1344,偏头痛,effect
GX_1345,清肠,effect
GX_1346,除湿通络,effect
GX_1347,止血祛痰,effect
GX_1348,清肺泻火,effect
GX_1349,止泻痢,effect
GX_1350,犬咬伤,effect
GX_1351,主水肿,effect
GX_1352,止血生肌,effect
GX_1353,消瘀,effect
GX_1354,和中消食,effect
GX_1355,祛除风痰,effect
GX_1356,心烦失眠,effect
GX_1357,消瘿,effect
GX_1358,痈肿疮疡,effect
GX_1359,生津止渴,effect
GX_1360,散结止痛,effect
GX_1361,清瘟解毒,effect
GX_1362,外伤出血,effect
GX_1363,消食,effect
GX_1364,祛斑,effect
GX_1365,血崩,effect
GX_1366,化积除疳,effect
GX_1367,转筋,effect
GX_1368,腰腿酸痛,effect
GX_1369,痿痹,effect
GX_1370,理气活血,effect
GX_1371,益肺,effect
GX_1372,臌胀,effect
GX_1373,固肾补气,effect
GX_1374,壮骨,effect
GX_1375,健脾胃,effect
GX_1376,涩痛,effect
GX_1377,舒肝理气,effect
GX_1378,宣通血脉,effect
GX_1379,和血,effect
GX_1380,消痈排脓,effect
GX_1381,赤痢,effect
GX_1382,利气平喘,effect
GX_1383,养血祛风,effect
GX_1384,凉肝定惊,effect
GX_1385,理气和中,effect
GX_1386,痈疽肿毒,effect
GX_1387,活血通经,effect
GX_1388,清肺降火。用于阴虚潮热,effect
GX_1389,妇女白带,effect
GX_1390,砂淋,effect
GX_1391,慢性肾炎,effect
GX_1392,增强脑及冠脉血流量,effect
GX_1393,淋症,effect
GX_1394,食滞,effect
GX_1395,醒神益智,effect
GX_1396,治急,effect
GX_1397,凉散风热,effect
GX_1398,暖肾,effect
GX_1399,和解表里,effect
GX_1400,健脾渗湿,effect
GX_1401,脚癣,effect
GX_1402,蜂螫,effect
GX_1403,大补元气,effect
GX_1404,泻火解毒,effect
GX_1405,利关节,effect
GX_1406,消炎,effect
GX_1407,胃痛,effect
GX_1408,辟瘟解毒,effect
GX_1409,平肝解郁,effect
GX_1410,烦热,effect
GX_1411,高热,effect
GX_1412,便秘,effect
GX_1413,疮疖肿痛,effect
GX_1414,解肌,effect
GX_1415,和胃化湿,effect
GX_1416,痔漏,effect
GX_1417,冠心病,effect
GX_1418,散瘀血,effect
GX_1419,疟疾,effect
GX_1420,过敏性皮炎,effect
GX_1421,退乳消胀,effect
GX_1422,清肝热,effect
GX_1423,祛风通窍,effect
GX_1424,肺虚咳嗽,effect
GX_1425,理气和胃,effect
GX_1426,除湿,effect
GX_1427,颈淋巴结结核,effect
GX_1428,惊痫抽搐,effect
GX_1429,祛腐生肌,effect
GX_1430,祛风宣肺,effect
GX_1431,疳积,effect
GX_1432,体虚,effect
GX_1433,宽胸消胀,effect
GX_1434,止呕,effect
GX_1435,吐血衄血,effect
GX_1436,益阴,effect
GX_1437,降逆,effect
GX_1438,宣发郁热,effect
GX_1439,肺热,effect
GX_1440,温经通络,effect
GX_1441,愈疮,effect
GX_1442,风湿疼痛,effect
GX_1443,皮肤刺激药,effect
GX_1444,伤风感冒,effect
GX_1445,祛风化痰,effect
GX_1446,温胃止痛,effect
GX_1447,胃溃疡,effect
GX_1448,补脾,effect
GX_1449,拘挛,effect
GX_1450,泻人解毒,effect
GX_1451,和胃止泻,effect
GX_1452,饱胀,effect
GX_1453,通痹,effect
GX_1454,崩中带下,effect
GX_1455,通关开窍,effect
GX_1456,小儿麻痹后遗症,effect
GX_1457,健脾导滞,effect
GX_1458,脾虚,effect
GX_1459,心腹冷痛,effect
GX_1460,劳伤咳嗽,effect
GX_1461,健脾消积,effect
GX_1462,理气化痰,effect
GX_1463,肝硬化腹水,effect
GX_1464,风热感冒,effect
GX_1465,明目消翳,effect
GX_1466,宣通鼻窍,effect
GX_1467,活血舒筋,effect
GX_1468,羸瘦,effect
GX_1469,血尿,effect
GX_1470,解毒疗疮,effect
GX_1471,止咳平喘,effect
GX_1472,益气固表,effect
GX_1473,舒肝解郁,effect
GX_1474,温里散寒,effect
GX_1475,泄泻,effect
GX_1476,清利咽喉,effect
GX_1477,纳气,effect
GX_1478,痔疮出血,effect
GX_1479,外感风热,effect
GX_1480,血瘀,effect
GX_1481,通经下乳,effect
GX_1482,疏风,effect
GX_1483,敛肺降火,effect
GX_1484,产后瘀阻,effect
GX_1485,敷跌打,effect
GX_1486,利水消肿,effect
GX_1487,破宿血,effect
GX_1488,散寒除湿,effect
GX_1489,止血/ 生地黄  清热,effect
GX_1490,化瘀止痛,effect
GX_1491,清心安神,effect
GX_1492,肺痨咳嗽,effect
GX_1493,呕逆,effect
GX_1494,风湿性关节痛,effect
GX_1495,须发早白,effect
GX_1496,流行性腮腺炎,effect
GX_1497,消肿,effect
GX_1498,消疮肿,effect
GX_1499,下乳消肿,effect
GX_1500,敛肺止咳,effect
GX_1501,口疮,effect
GX_1502,渗湿通淋,effect
GX_1503,消肿利咽,effect
GX_1504,滋阴补肺,effect
GX_1505,血滞经闭,effect
GX_1506,行气散瘀,effect
GX_1507,破积,effect
GX_1508,目眩,effect
GX_1509,红肿,effect
GX_1510,脓肿,effect
GX_1511,息风镇痉,effect
GX_1512,盆腔炎,effect
GX_1513,逐寒湿,effect
GX_1514,痨伤,effect
GX_1515,滑精,effect
GX_1516,退黄疸,effect
GX_1517,热淋涩痛,effect
GX_1518,跌打扭伤,effect
GX_1519,气短,effect
GX_1520,温肾,effect
GX_1521,喉蛾,effect
GX_1522,口舌生疮,effect
GX_1523,定喘,effect
GX_1524,跌打损伤,effect
GX_1525,肺气,effect
GX_1526,霍乱,effect
GX_1527,扩张冠脉血管,effect
GX_1528,养心安神,effect
GX_1529,制酸止痛,effect
GX_1530,热疮,effect
GX_1531,潜阳,effect
GX_1532,外敷,effect
GX_1533,寒疝,effect
GX_1534,驱风除湿,effect
GX_1535,脘腹冷痛,effect
GX_1536,凉血止痢,effect
GX_1537,湿热痢疾,effect
GX_1538,清肠疏风,effect
GX_1539,润肺化痰。用于气血不足,effect
GX_1540,去烦热,effect
GX_1541,固崩,effect
GX_1542,滋阴补虚,effect
GX_1543,润肠通便,effect
GX_1544,痞积,effect
GX_1545,清肺润燥,effect
GX_1546,攻毒疗疮,effect
GX_1547,扭伤,effect
GX_1548,润肠,effect
GX_1549,养血润肤,effect
GX_1550,体虚乏力,effect
GX_1551,明目乌发,effect
GX_1552,高血压症,effect
GX_1553,养阴润肺,effect
GX_1554,筋骨痛,effect
GX_1555,拘挛麻木,effect
GX_1556,乳汁不通,effect
GX_1557,疮痈,effect
GX_1558,干黄水,effect
GX_1559,止痛,effect
GX_1560,镇心,effect
GX_1561,狂犬咬伤,effect
GX_1562,益气解表,effect
GX_1563,健脑,effect
GX_1564,解暑热,effect
GX_1565,钩虫病,effect
GX_1566,清热开窍,effect
GX_1567,痈毒,effect
GX_1568,脚弱,effect
GX_1569,清热利水,effect
GX_1570,热毒,effect
GX_1571,口噤,effect
GX_1572,解郁止痛,effect
GX_1573,化湿和中,effect
GX_1574,开窍清神,effect
GX_1575,小便短赤,effect
GX_1576,提脓拔毒,effect
GX_1577,感冒发热,effect
GX_1578,补益肝肾,effect
GX_1579,高血压,effect
GX_1580,祛痰药,effect
GX_1581,补肾填精,effect
GX_1582,补血安胎,effect
GX_1583,雀目,effect
GX_1584,牙龈肿痛,effect
GX_1585,去腐,effect
GX_1586,收效止血,effect
GX_1587,凉血止血,effect
GX_1588,清心热,effect
GX_1589,痈肿疔疮,effect
GX_1590,散风止痛,effect
GX_1591,豁痰利咽,effect
GX_1592,呕吐泄泻,effect
GX_1593,舒经活络,effect
GX_1594,小儿口疮,effect
GX_1595,升举阳气,effect
GX_1596,产后瘀血腹痛,effect
GX_1597,消水肿,effect
GX_1598,瘙痒,effect
GX_1599,饮食积滞,effect
GX_1600,关节痛,effect
GX_1601,辛凉宣泄,effect
GX_1602,小便频数,effect
GX_1603,痧症,effect
GX_1604,头癣,effect
GX_1605,感冒高热,effect
GX_1606,坠痰下气,effect
GX_1607,痱子,effect
GX_1608,行滞,effect
GX_1609,清利,effect
GX_1610,肾虚腰痛,effect
GX_1611,湿痹,effect
GX_1612,久不收口,effect
GX_1613,关节疼痛,effect
GX_1614,身热,effect
GX_1615,麻疹透发不畅,effect
GX_1616,除湿解毒,effect
GX_1617,头风头痛,effect
GX_1618,舒肝和胃,effect
GX_1619,温脾,effect
GX_1620,下痢,effect
GX_1621,头痛眩晕,effect
GX_1622,强心,effect
GX_1623,清心除烦,effect
GX_1624,目翳,effect
GX_1625,镇痉,effect
GX_1626,血栓闭塞性脉管炎,effect
GX_1627,蛇咬伤,effect
GX_1628,白喉,effect
GX_1629,益肾固精,effect
GX_1630,止咳止痛,effect
GX_1631,百日咳,effect
GX_1632,顽痹,effect
GX_1633,小儿夜啼,effect
GX_1634,痈肿,effect
GX_1635,敛疮生肌,effect
GX_1636,胸痹,effect
GX_1637,心腹疼痛,effect
GX_1638,腰痛,effect
GX_1639,痰多,effect
GX_1640,治急性,effect
GX_1641,化湿消痞,effect
GX_1642,行气化湿,effect
GX_1643,壮筋骨,effect
GX_1644,虚劳咳嗽,effect
GX_1645,清热除烦,effect
GX_1646,泻热通便,effect
GX_1647,化痰散结,effect
GX_1648,清热通下,effect
GX_1649,津伤口渴,effect
GX_1650,明目去翳,effect
GX_1651,疏肝健脾,effect
GX_1652,浑火止痛,effect
GX_1653,降气,effect
GX_1654,消痈,effect
GX_1655,秘精益气,effect
GX_1656,通络下乳,effect
GX_1657,强阴,effect
GX_1658,胃炎,effect
GX_1659,泻下,effect
GX_1660,利水渗湿,effect
GX_1661,散风除热,effect
GX_1662,面目肌肤浮肿,effect
GX_1663,健胃导滞,effect
GX_1664,烫伤,effect
GX_1665,口臭,effect
GX_1666,散肿毒,effect
GX_1667,溃烂,effect
GX_1668,清热排脓,effect
GX_1669,醒脾消食,effect
GX_1670,病后虚热不退,effect
GX_1671,功能性子宫出血,effect
GX_1672,散结消肿,effect
GX_1673,咳嗽痰多,effect
GX_1674,清热化痰,effect
GX_1675,生津润肺,effect
GX_1676,逐痰降火,effect
GX_1677,攻积,effect
GX_1678,中暑,effect
GX_1679,小儿疳积,effect
GX_1680,清头目,effect
GX_1681,镇惊,effect
GX_1682,引火归元,effect
GX_1683,平肝止痛,effect
GX_1684,温肾散寒,effect
GX_1685,行滞消胀,effect
GX_1686,主肾虚,effect
GX_1687,逐风寒湿邪,effect
GX_1688,疏解风热,effect
GX_1689,祛风止咳,effect
GX_1690,止渴,effect
GX_1691,小便淋痛,effect
GX_1692,理气健脾,effect
GX_1693,干血痨,effect
GX_1694,化痰除湿,effect
GX_1695,咽肿,effect
GX_1696,拔毒,effect
GX_1697,月经不调,effect
GX_1698,蚀疮,effect
GX_1699,跌打伤肿,effect
GX_1700,破血通经,effect
GX_1701,软坚散结,effect
GX_1702,利湿解毒,effect
GX_1703,下肢溃疡,effect
GX_1704,益脾胃,effect
GX_1705,去翳,effect
GX_1706,续伤止痛,effect
GX_1707,止痛止痒,effect
GX_1708,开郁消食,effect
GX_1709,呕吐,effect
GX_1710,大便秘结,effect
GX_1711,补腰肾,effect
GX_1712,暑热烦渴,effect
GX_1713,纳气定喘,effect
GX_1714,痰饮,effect
GX_1715,燥湿化痰,effect
GX_1716,治阴虚,effect
GX_1717,盗汗,effect
GX_1718,益气力,effect
GX_1719,大便下血,effect
GX_1720,平肝潜阳,effect
GX_1721,清神,effect
GX_1722,解表散风,effect
GX_1723,脱臼,effect
GX_1724,通关窍,effect
GX_1725,通经活络,effect
GX_1726,目暗,effect
GX_1727,心烦口渴,effect
GX_1728,清凉,effect
GX_1729,刀枪伤,effect
GX_1730,下疳,effect
GX_1731,消谷,effect
GX_1732,定惊明目,effect
GX_1733,咳嗽气喘,effect
GX_1734,润肌肤,effect
GX_1735,消痰软坚散结,effect
GX_1736,利尿通淋,effect
GX_1737,宽胸润喉,effect
GX_1738,胆囊炎,effect
GX_1739,催生,effect
GX_1740,清肝利胆,effect
GX_1741,气喘,effect
GX_1742,痈疽疮毒,effect
GX_1743,消癥,effect
GX_1744,风火牙痛,effect
GX_1745,通乳汁,effect
GX_1746,疏气解郁,effect
GX_1747,健脾益胃,effect
GX_1748,解郁安神。用于心神不安,effect
GX_1749,利尿解毒,effect
GX_1750,目疾,effect
GX_1751,火眼,effect
GX_1752,消食化滞,effect
GX_1753,除脓,effect
GX_1754,利尿托毒,effect
GX_1755,抗菌消炎,effect
GX_1756,益气补虚,effect
GX_1757,补血,effect
GX_1758,细菌性痢疾,effect
GX_1759,解毒,effect
GX_1760,温中,effect
GX_1761,益气养血,effect
GX_1762,补脾止泻,effect
GX_1763,清心火,effect
GX_1764,骨蒸,effect
GX_1765,痧气腹痛,effect
GX_1766,血淋,effect
GX_1767,泻火明目,effect
GX_1768,破瘀血,effect
GX_1769,滋补肝,effect
GX_1770,凉肝,effect
GX_1771,水泻,effect
GX_1772,止泄,effect
GX_1773,无汗,effect
GX_1774,乏力,effect
GX_1775,虚寒,effect
GX_1776,清血热,effect
GX_1777,安神镇惊,effect
GX_1778,头晕目眩,effect
GX_1779,清热消肿,effect
GX_1780,痈疽疮疖,effect
GX_1781,痰中带血,effect
GX_1782,解毒排脓,effect
GX_1783,止霍乱,effect
GX_1784,泻水通便,effect
GX_1785,二便不通,effect
GX_1786,止嗽化痰,effect
GX_1787,月经过多,effect
GX_1788,止血,effect
GX_1789,补益心气,effect
GX_1790,肝脾肿大,effect
GX_1791,散寒解表,effect
GX_1792,消疳热,effect
GX_1793,散结,effect
GX_1794,止痉安神,effect
GX_1795,除烦热,effect
GX_1796,宣肺透疹,effect
GX_1797,尿道炎,effect
GX_1798,多汗,effect
GX_1799,腹痛泄泻,effect
GX_1800,健脾益肺,effect
GX_1801,骨蒸劳热,effect
GX_1802,疮疡疖肿,effect
GX_1803,无名肿毒,effect
GX_1804,通九窍,effect
GX_1805,丝虫病,effect
GX_1806,祛风活血,effect
GX_1807,结石,effect
GX_1808,跌打骨折,effect
GX_1809,止咳、化痰,effect
GX_1810,活血定痛,effect
GX_1811,清热利湿,effect
GX_1812,偏正头痛,effect
GX_1813,润五脏,effect
GX_1814,调气,effect
GX_1815,急性咽喉炎,effect
GX_1816,利湿热,effect
GX_1817,久泻,effect
GX_1818,痰浊黄稠,effect
GX_1819,除疳热,effect
GX_1820,降气止咳平喘,effect
GX_1821,恶疮疥癣,effect
GX_1822,疝瘕,effect
GX_1823,热结便秘,effect
GX_1824,湿热带下,effect
GX_1825,调和气血,effect
GX_1826,便秘及食欲不振,effect
GX_1827,止痛安胎,effect
GX_1828,抑制分泌,effect
GX_1829,补肾生精,effect
GX_1830,冻伤,effect
GX_1831,催产,effect
GX_1832,咳嗽咯血,effect
GX_1833,湿热黄疸,effect
GX_1834,睾丸炎,effect
GX_1835,通阳,effect
GX_1836,化气,effect
GX_1837,疮疡,effect
GX_1838,清肠止血,effect
GX_1839,祛风镇惊,effect
GX_1840,风湿痛,effect
GX_1841,清火顺气,effect
GX_1842,祛风豁痰,effect
GX_1843,敛阴,effect
GX_1844,安蛔,effect
GX_1845,癫痫,effect
GX_1846,通窍止痛,effect
GX_1847,宣肺,effect
GX_1848,行气破血,effect
GX_1849,凉肝利胆,effect
GX_1850,感冒,effect
GX_1851,慢性胃炎,effect
GX_1852,通络,effect
GX_1853,皮肤皲裂,effect
GX_1854,关节酸痛,effect
GX_1855,解肌透表,effect
GX_1856,降逆平喘,effect
GX_1857,化痰,effect
GX_1858,收敛固涩,effect
GX_1859,降逆止呕,effect
GX_1860,肠出血,effect
GX_1861,流行性乙型脑炎,effect
GX_1862,收湿,effect
GX_1863,止泻,effect
GX_1864,燥湿止痒；内服止血止泻,effect
GX_1865,降气消痰,effect
GX_1866,治咽喉,effect
GX_1867,祛湿通窍,effect
GX_1868,解表化湿,effect
GX_1869,止嗽定喘,effect
GX_1870,腹水,effect
GX_1871,停滞,effect
GX_1872,敛阴止汗,effect
GX_1873,血痢,effect
GX_1874,益血,effect
GX_1875,滑肠,effect
GX_1876,续筋接骨,effect
GX_1877,清暑热,effect
GX_1878,益精气,effect
GX_1879,凉血,effect
GX_1880,痰核,effect
GX_1881,益精填髓,effect
GX_1882,风湿腰痛,effect
GX_1883,清凉解毒,effect
GX_1884,行气泻水,effect
GX_1885,利水通经,effect
GX_1886,牙龈出血,effect
GX_1887,咳血,effect
GX_1888,消痈下乳,effect
GX_1889,肿毒,effect
GX_1890,胀满,effect
GX_1891,消积和胃,effect
GX_1892,胃寒疼痛,effect
GX_1893,神经衰弱,effect
GX_1894,利湿退黄,effect
GX_1895,筋骨痿软,effect
GX_1896,火伤,effect
GX_1897,利尿通淋、破血通经,effect
GX_1898,子宫下垂,effect
GX_1899,润肺,effect
GX_1900,消肿毒,effect
GX_1901,温中健脾,effect
GX_1902,解毒退热,effect
GX_1903,润燥软坚,effect
GX_1904,祛湿通络,effect
GX_1905,解渴,effect
GX_1906,扭挫伤,effect
GX_1907,风火赤眼,effect
GX_1908,理气,effect
GX_1909,心神不安,effect
GX_1910,宣肺散寒,effect
GX_1911,肠痈,effect
